sample_rank,feature_rank,sample_index,true_label,predicted_label,target_class,target_probability,clean_text,feature_name,raw_feature_name,feature_type,feature_value,shap_value
2,5,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,link,tfidf__link,tfidf,0.19683584611264288,0.29491148728814365
2,6,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,account,tfidf__account,tfidf,0.16222445503776378,0.2643277377565567
2,7,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,ingest,tfidf__ingest,tfidf,0.14348056334771578,0.25764635287516446
2,8,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,http,tfidf__http,tfidf,0.20817159386946724,0.2352943007841053
2,9,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,log,tfidf__log,tfidf,0.186745135900432,0.22733343984236928
2,10,204,smishing,smishing,smishing,0.9945554833262327,we ingest identified some unusual activity on your online banking log in via the secure link http phonetoken 81 urltoken to avoid account suspension,online,tfidf__online,tfidf,0.20817159386946724,0.15364018305230695
3,1,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
3,2,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
3,3,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,URL,numeric__URL,structured,0.0,-0.3786389300042678
3,4,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,claim,tfidf__claim,tfidf,0.12876430303359737,0.3725964626357053
3,5,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,prize,tfidf__prize,tfidf,0.1348165826779705,0.3587864124315927
3,6,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,urgent,tfidf__urgent,tfidf,0.1494977003851281,0.2830341800808574
3,7,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,000,tfidf__000,tfidf,0.15161448996323107,0.21161931186324182
3,8,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile number,tfidf__mobile number,tfidf,0.20203594145846943,0.17242366259692063
3,9,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile,tfidf__mobile,tfidf,0.12021570218464007,0.16763678431673473
3,10,453,smishing,smishing,smishing,0.9917391600654147,urgent your mobile number has been grant with a inr 2 00 000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,000 prize,tfidf__000 prize,tfidf,0.205233587968646,0.15728326050972793
4,1,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
4,2,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
4,3,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,URL,numeric__URL,structured,0.0,-0.3786389300042678
4,4,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,claim,tfidf__claim,tfidf,0.11613087087194594,0.33117408173184576
4,5,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,ingest,tfidf__ingest,tfidf,0.13940009051588814,0.2497438950124351
4,6,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,winner,tfidf__winner,tfidf,0.16463704551229097,0.21746502254171904
4,7,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,1000,tfidf__1000,tfidf,0.15893935329853212,0.18068090426366368
4,8,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,1000 cash,tfidf__1000 cash,tfidf,0.18424731022687088,0.17656526211060664
4,9,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,url_count,numeric__url_count,structured,0.0,0.15309510733722967
4,10,169,smishing,smishing,smishing,0.9914102166155245,you represent a winner u ingest exist specially choose 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim phonetoken,receive,tfidf__receive,tfidf,0.15293936233180194,0.15180749198368151
5,1,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
5,2,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
5,3,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,URL,numeric__URL,structured,0.0,-0.3786389300042678
5,4,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,claim,tfidf__claim,tfidf,0.1285651612578629,0.37194351841731754
5,5,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,prize,tfidf__prize,tfidf,0.13460808068603303,0.35820442681622633
5,6,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,urgent,tfidf__urgent,tfidf,0.14926649315749183,0.28259645061790095
5,7,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,ingest,tfidf__ingest,tfidf,0.15432584791599377,0.2786499002193919
5,8,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,awarded,tfidf__awarded,tfidf,0.18201066558516568,0.20324730324450338
5,9,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile number,tfidf__mobile number,tfidf,0.2017234806661819,0.17215699898333173
5,10,320,smishing,smishing,smishing,0.9907541949697202,urgent your mobile number ingest been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile,tfidf__mobile,tfidf,0.12002978133670157,0.16736684699018609
6,1,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,URL,numeric__URL,structured,1.0,2.1456206033575174
6,2,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
6,3,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,url_count,numeric__url_count,structured,1.0,-0.8037493135204558
6,4,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
6,5,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,log,tfidf__log,tfidf,0.2793079386124423,0.3400143953088147
6,6,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,reply stop,tfidf__reply stop,tfidf,0.2977056237639425,0.32108886300167494
6,7,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,customer,tfidf__customer,tfidf,0.17672326418354078,0.2918883465537845
6,8,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,credit,tfidf__credit,tfidf,0.3070637073472134,0.2899642699645789
6,9,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,opt,tfidf__opt,tfidf,0.26724080516541,0.2507270238851848
6,10,248,smishing,smishing,smishing,0.9897176501667294,your b4u voucher w c 27 03 is marsms log onto urltoken for discount credit to opt out reply stop customer care call phonetoken,discount,tfidf__discount,tfidf,0.2856147723099663,0.2025837571455463
7,1,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
7,2,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
7,3,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,claim,tfidf__claim,tfidf,0.1348463767176841,0.39253830976037823
7,4,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,URL,numeric__URL,structured,0.0,-0.3786389300042678
7,5,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,prize,tfidf__prize,tfidf,0.14118453070678283,0.3765610826768573
7,6,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,urgent,tfidf__urgent,tfidf,0.15655909867582227,0.2964030618113606
7,7,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,awarded,tfidf__awarded,tfidf,0.19090302954551477,0.21317721031120698
7,8,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile number,tfidf__mobile number,tfidf,0.21157893943100242,0.18056794945351126
7,9,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,mobile,tfidf__mobile,tfidf,0.1258939898889616,0.17588105503340828
7,10,138,smishing,smishing,smishing,0.98863951262307,urgent your mobile number has been awarded with a 2000 prize guaranteed call phonetoken from land line claim 3030 valid 12hrs only,url_count,numeric__url_count,structured,0.0,0.15309510733722967
8,1,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
8,2,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
8,3,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,URL,numeric__URL,structured,0.0,-0.3786389300042678
8,4,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,claim,tfidf__claim,tfidf,0.1028360549433455,0.28758316183021887
8,5,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,prize,tfidf__prize,tfidf,0.1076696349603076,0.28301191778062246
8,6,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,urgent,tfidf__urgent,tfidf,0.11939453224623517,0.22604182842542458
8,7,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,000,tfidf__000,tfidf,0.12108508066865391,0.16726652047608587
8,8,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,customer,tfidf__customer,tfidf,0.1016546972048005,0.16294786888870952
8,9,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,url_count,numeric__url_count,structured,0.0,0.15309510733722967
8,10,198,smishing,smishing,smishing,0.9885775702587983,urgent dear fl1pkart customer we are sample to touch you last weekends draw shows that you w0n a rs 6 00 000 prize guaranteed call phonetoken claim code flip52 valid 12hrs only,000 prize,tfidf__000 prize,tfidf,0.16390732548800233,0.12521628819980246
9,1,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
9,2,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
9,3,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,URL,numeric__URL,structured,0.0,-0.3786389300042678
9,4,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,claim,tfidf__claim,tfidf,0.11725256538452873,0.334851883358787
9,5,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,prize,tfidf__prize,tfidf,0.12276376140709527,0.32514371895394595
9,6,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,urgent,tfidf__urgent,tfidf,0.13613236336681162,0.2577304650756207
9,7,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,won,tfidf__won,tfidf,0.14860899750621256,0.2528164356169951
9,8,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,embody,tfidf__embody,tfidf,0.1224528651239561,0.16296095349858972
9,9,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,contact,tfidf__contact,tfidf,0.13431107438212422,0.15880566650563555
9,10,231,smishing,smishing,smishing,0.9868560863205484,urgent we embody prove to contact u todays draw shows that you experience won a 800 prize guaranteed call phonetoken from land line claim m95 valid12hrs only,url_count,numeric__url_count,structured,0.0,0.15309510733722967
10,1,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
10,2,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
10,3,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,URL,numeric__URL,structured,0.0,-0.3786389300042678
10,4,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,urgent,tfidf__urgent,tfidf,0.16647133161360114,0.31516924159263704
10,5,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,landline,tfidf__landline,tfidf,0.19819829834085897,0.2470952791341707
10,6,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,award,tfidf__award,tfidf,0.19414165031978126,0.2426882057373684
10,7,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,5000,tfidf__5000,tfidf,0.21471015896490844,0.20310448371099374
10,8,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,150ppm,tfidf__150ppm,tfidf,0.20132862940455643,0.18659300641132204
10,9,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,holiday,tfidf__holiday,tfidf,0.1928018622372788,0.18238709187023364
10,10,309,smishing,smishing,smishing,0.9867846070706129,urgent please call phonetoken from landline 5000 cash or a luxury 4 canary islands holiday look collection t cs sae award 20m12aq 150ppm 16,cash,tfidf__cash,tfidf,0.16822616180851022,0.164873182109743
11,1,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
11,2,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
11,3,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,URL,numeric__URL,structured,0.0,-0.3786389300042678
11,4,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,claim,tfidf__claim,tfidf,0.10972163229388386,0.3101595293689435
11,5,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,prize,tfidf__prize,tfidf,0.11487885355812197,0.3031348023774175
11,6,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,won,tfidf__won,tfidf,0.13906409404745404,0.23593925957355064
11,7,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,customer,tfidf__customer,tfidf,0.1084611745734124,0.1746389198631325
11,8,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,1000,tfidf__1000,tfidf,0.1501675234906212,0.17036308534760536
11,9,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,1000 cash,tfidf__1000 cash,tfidf,0.17407873954670816,0.16667962564415514
11,10,135,smishing,smishing,smishing,0.9863674108426849,you experience won a guaranteed 1000 cash or a 2000 prize to claim yr respect call our customer service representative on phonetoken between 10am 7pm cost 10p,url_count,numeric__url_count,structured,0.0,0.15309510733722967
12,1,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,PHONE,numeric__PHONE,structured,1.0,1.1158319062604722
12,2,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,phone_count,numeric__phone_count,structured,1.0,0.7305205696848733
12,3,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,URL,numeric__URL,structured,0.0,-0.3786389300042678
12,4,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,claim,tfidf__claim,tfidf,0.11105270427942994,0.3145238359239833
12,5,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,prize,tfidf__prize,tfidf,0.11627248962154926,0.30702481865224396
12,6,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,won,tfidf__won,tfidf,0.14075112982984303,0.2389222546362029
12,7,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,customer,tfidf__customer,tfidf,0.10977695549988825,0.1768989526303817
12,8,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,1000,tfidf__1000,tfidf,0.1519892589084996,0.17250589210129857
12,9,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,1000 cash,tfidf__1000 cash,tfidf,0.17619055039608714,0.16873267665786307
12,10,483,smishing,smishing,smishing,0.9863353956415504,you have won a guaranteed 1000 cash or a 2000 prize to claim yr treasure call our customer service representative on phonetoken between 10am 7pm cost 10p,url_count,numeric__url_count,structured,0.0,0.15309510733722967
