class,feature_name,raw_feature_name,feature_type,mean_abs_shap
smishing,winner,tfidf__winner,tfidf,0.009048613122351475
smishing,apple,tfidf__apple,tfidf,0.008840202444905137
smishing,ur,tfidf__ur,tfidf,0.00883612207144286
smishing,phone,tfidf__phone,tfidf,0.008687921109043161
smishing,hope,tfidf__hope,tfidf,0.008649513176405702
smishing,month,tfidf__month,tfidf,0.008617409808213034
smishing,50,tfidf__50,tfidf,0.008453112124183832
smishing,new,tfidf__new,tfidf,0.00841301305384505
smishing,stop,tfidf__stop,tfidf,0.00827885913094805
smishing,time,tfidf__time,tfidf,0.00792600733093767
smishing,live operator,tfidf__live operator,tfidf,0.007904736187626658
smishing,urgent,tfidf__urgent,tfidf,0.007814191927734238
smishing,card,tfidf__card,tfidf,0.007811527036652444
smishing,holiday,tfidf__holiday,tfidf,0.007656430102454069
smishing,speak live,tfidf__speak live,tfidf,0.007579881604228942
smishing,discount,tfidf__discount,tfidf,0.007573671279020736
smishing,speak,tfidf__speak,tfidf,0.007499382407284006
smishing,account,tfidf__account,tfidf,0.0074368371875474645
smishing,camera,tfidf__camera,tfidf,0.007430589073981504
smishing,operator,tfidf__operator,tfidf,0.0070027328524878965
smishing,nokia,tfidf__nokia,tfidf,0.0069813655815950905
smishing,tones,tfidf__tones,tfidf,0.006910114385523603
smishing,activate,tfidf__activate,tfidf,0.0067988497075291915
smishing,unsubscribe,tfidf__unsubscribe,tfidf,0.006796231678329761
smishing,code,tfidf__code,tfidf,0.006781997539070535
smishing,week,tfidf__week,tfidf,0.006741616959362819
smishing,emailtoken,tfidf__emailtoken,tfidf,0.00667198552060711
smishing,free phonetoken,tfidf__free phonetoken,tfidf,0.006638389430973805
smishing,selected,tfidf__selected,tfidf,0.006553125210609839
smishing,http,tfidf__http,tfidf,0.006544400530593576
smishing,message phonetoken,tfidf__message phonetoken,tfidf,0.006506523913713893
smishing,ready,tfidf__ready,tfidf,0.0064328163913827405
smishing,collect,tfidf__collect,tfidf,0.006420431702180228
smishing,wk,tfidf__wk,tfidf,0.00639726499562813
smishing,friend,tfidf__friend,tfidf,0.006355319895563054
smishing,urltoken urltoken,tfidf__urltoken urltoken,tfidf,0.005989535848697003
smishing,paytm,tfidf__paytm,tfidf,0.005834287765490875
smishing,think,tfidf__think,tfidf,0.005788707647595118
smishing,calls,tfidf__calls,tfidf,0.00578530608555735
smishing,guaranteed,tfidf__guaranteed,tfidf,0.005754307985773047
smishing,msg,tfidf__msg,tfidf,0.005734456007205682
smishing,life,tfidf__life,tfidf,0.005703378608066425
smishing,operator claim,tfidf__operator claim,tfidf,0.005641198000533424
smishing,vouchers,tfidf__vouchers,tfidf,0.005610460897719948
smishing,leave,tfidf__leave,tfidf,0.005532198958272162
smishing,news,tfidf__news,tfidf,0.005276214171304399
smishing,dear,tfidf__dear,tfidf,0.005275854700013755
smishing,delivery,tfidf__delivery,tfidf,0.005251836484438358
smishing,landline,tfidf__landline,tfidf,0.0052107429481260325
smishing,today,tfidf__today,tfidf,0.00516392368722848
smishing,link,tfidf__link,tfidf,0.00510975539300094
smishing,game,tfidf__game,tfidf,0.005069427324319688
smishing,new message,tfidf__new message,tfidf,0.005043848041320174
smishing,come,tfidf__come,tfidf,0.004999646382906138
smishing,going,tfidf__going,tfidf,0.0049577061836802196
smishing,year,tfidf__year,tfidf,0.004853198149196336
smishing,wish,tfidf__wish,tfidf,0.0048362064905374934
smishing,award,tfidf__award,tfidf,0.0048337044739394245
smishing,price,tfidf__price,tfidf,0.004791392721384079
smishing,free,tfidf__free,tfidf,0.004790731071056676
smishing,gift,tfidf__gift,tfidf,0.004746265369541331
smishing,min 18,tfidf__min 18,tfidf,0.004744672170551885
smishing,help,tfidf__help,tfidf,0.004682028527145946
smishing,double,tfidf__double,tfidf,0.00463495218478084
smishing,road,tfidf__road,tfidf,0.004574314225709172
smishing,cs,tfidf__cs,tfidf,0.0045597111794397835
smishing,love,tfidf__love,tfidf,0.004552260424642857
smishing,2000,tfidf__2000,tfidf,0.004516687512062627
smishing,people,tfidf__people,tfidf,0.0044565435562015625
smishing,club,tfidf__club,tfidf,0.00443501620889494
smishing,advance,tfidf__advance,tfidf,0.004430635983292271
smishing,possess,tfidf__possess,tfidf,0.004413246349933075
smishing,attempt,tfidf__attempt,tfidf,0.004408504320837447
smishing,ask,tfidf__ask,tfidf,0.004341685157412612
smishing,dont,tfidf__dont,tfidf,0.004341491179651567
smishing,email emailtoken,tfidf__email emailtoken,tfidf,0.00433207195070892
smishing,days,tfidf__days,tfidf,0.0043226037057906555
smishing,live,tfidf__live,tfidf,0.004313257022606118
smishing,chat,tfidf__chat,tfidf,0.004279382542729983
smishing,night,tfidf__night,tfidf,0.004199423792226634
smishing,want,tfidf__want,tfidf,0.004195627497175588
smishing,need,tfidf__need,tfidf,0.004179852615922054
smishing,hi,tfidf__hi,tfidf,0.004154529181534308
smishing,bring,tfidf__bring,tfidf,0.004122495679845082
smishing,selected receive,tfidf__selected receive,tfidf,0.004101859319337368
smishing,help phonetoken,tfidf__help phonetoken,tfidf,0.004093271335808884
smishing,got,tfidf__got,tfidf,0.004088339980895736
smishing,meet,tfidf__meet,tfidf,0.004073731275334785
smishing,heart,tfidf__heart,tfidf,0.00401854389701428
smishing,latest,tfidf__latest,tfidf,0.004004033166952194
smishing,specially,tfidf__specially,tfidf,0.0039740475916695776
smishing,draw,tfidf__draw,tfidf,0.003965389778891721
smishing,great,tfidf__great,tfidf,0.003936495623969412
smishing,camcorder,tfidf__camcorder,tfidf,0.003906425976419375
smishing,cost,tfidf__cost,tfidf,0.0038733657420733834
smishing,1000 cash,tfidf__1000 cash,tfidf,0.00386859541704706
smishing,grant,tfidf__grant,tfidf,0.003832332870856485
smishing,i'll,tfidf__i'll,tfidf,0.003793660364248316
smishing,secure,tfidf__secure,tfidf,0.003770328897242671
smishing,week just,tfidf__week just,tfidf,0.0037332898728951883
smishing,comp,tfidf__comp,tfidf,0.003725550701852433
smishing,00,tfidf__00,tfidf,0.0036883444255013257
smishing,awarded,tfidf__awarded,tfidf,0.003682750250793184
smishing,noida,tfidf__noida,tfidf,0.003668501887894884
smishing,money,tfidf__money,tfidf,0.0036214018407489897
smishing,texts,tfidf__texts,tfidf,0.003603723778190131
smishing,bt,tfidf__bt,tfidf,0.0035470271687602275
smishing,dear customer,tfidf__dear customer,tfidf,0.003535730738919795
smishing,mins,tfidf__mins,tfidf,0.003501304142217437
smishing,arrogate,tfidf__arrogate,tfidf,0.0034959655780798632
smishing,2nd,tfidf__2nd,tfidf,0.0034631257888311394
smishing,evening,tfidf__evening,tfidf,0.00342351440296744
smishing,video,tfidf__video,tfidf,0.003418662348457403
smishing,texts phonetoken,tfidf__texts phonetoken,tfidf,0.0034150116551225247
smishing,important,tfidf__important,tfidf,0.0033312729628517937
smishing,admirer,tfidf__admirer,tfidf,0.0032602211493981165
smishing,reveal,tfidf__reveal,tfidf,0.0032602211493981165
smishing,secret admirer,tfidf__secret admirer,tfidf,0.0032602211493981165
smishing,special phonetoken,tfidf__special phonetoken,tfidf,0.0032602211493981165
smishing,review,tfidf__review,tfidf,0.0032514722520677894
smishing,atm,tfidf__atm,tfidf,0.0032207301937177122
smishing,new video,tfidf__new video,tfidf,0.0032092661643815484
smishing,sex,tfidf__sex,tfidf,0.0031738542029467786
smishing,job,tfidf__job,tfidf,0.0031586323799823834
smishing,right,tfidf__right,tfidf,0.0031582354499836303
smishing,receive 1000,tfidf__receive 1000,tfidf,0.0031575052666242497
smishing,did,tfidf__did,tfidf,0.0031359978350028374
smishing,08700621170150p,tfidf__08700621170150p,tfidf,0.003128303201439845
smishing,08700621170150p msg,tfidf__08700621170150p msg,tfidf,0.003128303201439845
smishing,netcollex,tfidf__netcollex,tfidf,0.003128303201439845
smishing,netcollex 08700621170150p,tfidf__netcollex 08700621170150p,tfidf,0.003128303201439845
smishing,online,tfidf__online,tfidf,0.003099086564091558
smishing,secret,tfidf__secret,tfidf,0.003086023938100819
smishing,points,tfidf__points,tfidf,0.00306267816899815
smishing,10p min,tfidf__10p min,tfidf,0.003045067929676663
smishing,chance,tfidf__chance,tfidf,0.0030228288750293536
smishing,id,tfidf__id,tfidf,0.003021379500969046
smishing,000 prize,tfidf__000 prize,tfidf,0.0030131149464699535
smishing,1st,tfidf__1st,tfidf,0.0030049777173251566
smishing,cash 000,tfidf__cash 000,tfidf,0.0029927607782029965
smishing,book,tfidf__book,tfidf,0.0029767620985848703
smishing,custcare,tfidf__custcare,tfidf,0.0029644509577347183
smishing,custcare phonetoken,tfidf__custcare phonetoken,tfidf,0.0029644509577347183
smishing,150,tfidf__150,tfidf,0.0029384190123192236
smishing,join,tfidf__join,tfidf,0.0029299233451854346
smishing,content,tfidf__content,tfidf,0.0029065829839401403
smishing,worth,tfidf__worth,tfidf,0.0028683651887279737
smishing,shop,tfidf__shop,tfidf,0.002865209666601604
smishing,18,tfidf__18,tfidf,0.002857732575928133
smishing,final,tfidf__final,tfidf,0.0028470434530507606
smishing,shows,tfidf__shows,tfidf,0.002833045731678288
smishing,don't,tfidf__don't,tfidf,0.002821132445554542
smishing,000 cash,tfidf__000 cash,tfidf,0.0028027664432584776
smishing,start,tfidf__start,tfidf,0.0027785736973742516
smishing,bt national,tfidf__bt national,tfidf,0.0027546869800075227
smishing,rs,tfidf__rs,tfidf,0.0026987282537351514
smishing,flights,tfidf__flights,tfidf,0.0026855412341926094
smishing,national rate,tfidf__national rate,tfidf,0.002675238926469641
smishing,log,tfidf__log,tfidf,0.002672028020750569
smishing,covid,tfidf__covid,tfidf,0.002651251254791705
smishing,covid 19,tfidf__covid 19,tfidf,0.002651251254791705
smishing,weekend,tfidf__weekend,tfidf,0.002649903155656256
smishing,http urltoken,tfidf__http urltoken,tfidf,0.002636336645592616
smishing,150p,tfidf__150p,tfidf,0.0026256001498038643
smishing,straight phone,tfidf__straight phone,tfidf,0.002616606988881707
smishing,you're,tfidf__you're,tfidf,0.002614596988529236
smishing,contact reveal,tfidf__contact reveal,tfidf,0.0026126183285456015
smishing,make contact,tfidf__make contact,tfidf,0.0026126183285456015
smishing,ur special,tfidf__ur special,tfidf,0.0026126183285456015
smishing,stop texts,tfidf__stop texts,tfidf,0.002602624311692883
smishing,gurgaon,tfidf__gurgaon,tfidf,0.0025707201621733614
smishing,oh,tfidf__oh,tfidf,0.00255461947431919
smishing,yesterday,tfidf__yesterday,tfidf,0.0025541857779537314
smishing,real,tfidf__real,tfidf,0.002552652545197024
smishing,survive,tfidf__survive,tfidf,0.002522298630088238
smishing,mr,tfidf__mr,tfidf,0.0025205314279905067
smishing,86688,tfidf__86688,tfidf,0.0025173987528530543
smishing,19,tfidf__19,tfidf,0.0024996902481732998
smishing,don't floppy,tfidf__don't floppy,tfidf,0.0024844264279807074
smishing,floppy,tfidf__floppy,tfidf,0.0024844264279807074
smishing,floppy snappy,tfidf__floppy snappy,tfidf,0.0024844264279807074
smishing,service photo,tfidf__service photo,tfidf,0.0024844264279807074
smishing,revealed,tfidf__revealed,tfidf,0.002475231725805869
smishing,national,tfidf__national,tfidf,0.0024638910191173823
smishing,refund,tfidf__refund,tfidf,0.0024499950705353917
smishing,best,tfidf__best,tfidf,0.0024305472643347914
smishing,16,tfidf__16,tfidf,0.002424996552002869
smishing,survive urltoken,tfidf__survive urltoken,tfidf,0.0024226169525991097
smishing,play,tfidf__play,tfidf,0.002422588445802342
smishing,number,tfidf__number,tfidf,0.0024180553067558383
smishing,numbers,tfidf__numbers,tfidf,0.0024028347749993186
smishing,private,tfidf__private,tfidf,0.0023987986330049667
smishing,double mins,tfidf__double mins,tfidf,0.002397722565108898
smishing,send customer,tfidf__send customer,tfidf,0.0023928976501255196
smishing,finish,tfidf__finish,tfidf,0.002377336318738822
smishing,flights speak,tfidf__flights speak,tfidf,0.0023699043122849934
smishing,holiday flights,tfidf__holiday flights,tfidf,0.0023699043122849934
smishing,straight,tfidf__straight,tfidf,0.0023385951497633603
smishing,specially selected,tfidf__specially selected,tfidf,0.0023323658211784797
smishing,email,tfidf__email,tfidf,0.0023251769877353843
smishing,true,tfidf__true,tfidf,0.002324046566037043
smishing,cd,tfidf__cd,tfidf,0.0023224106524911427
smishing,info,tfidf__info,tfidf,0.0023169886226747454
smishing,look,tfidf__look,tfidf,0.0023015172398108664
smishing,150 worth,tfidf__150 worth,tfidf,0.002278679529458784
smishing,ur 150,tfidf__ur 150,tfidf,0.002278679529458784
smishing,200,tfidf__200,tfidf,0.0022722450430692326
smishing,hmv,tfidf__hmv,tfidf,0.0022642952724987796
smishing,win,tfidf__win,tfidf,0.002239589010095259
smishing,upgrade,tfidf__upgrade,tfidf,0.002219589377415678
smishing,payment,tfidf__payment,tfidf,0.0022185364906186058
smishing,poly,tfidf__poly,tfidf,0.002209334226400497
smishing,bahamas,tfidf__bahamas,tfidf,0.0021855397908067103
smishing,really,tfidf__really,tfidf,0.002174873221184755
smishing,customer service,tfidf__customer service,tfidf,0.0021526418998004705
smishing,pick,tfidf__pick,tfidf,0.0021390886711648727
smishing,300,tfidf__300,tfidf,0.002137647166337738
smishing,lucky,tfidf__lucky,tfidf,0.002128552845424311
smishing,guess,tfidf__guess,tfidf,0.0021098798775337157
smishing,identifier,tfidf__identifier,tfidf,0.0021097645815236466
smishing,identifier code,tfidf__identifier code,tfidf,0.0021097645815236466
smishing,phonetoken identifier,tfidf__phonetoken identifier,tfidf,0.0021097645815236466
smishing,customer care,tfidf__customer care,tfidf,0.0021049955661969293
smishing,gr8,tfidf__gr8,tfidf,0.0021025617333272286
smishing,dating service,tfidf__dating service,tfidf,0.0020911563962532323
smishing,free camcorder,tfidf__free camcorder,tfidf,0.0020801708714947662
smishing,thanx,tfidf__thanx,tfidf,0.0020762829694469702
smishing,free texts,tfidf__free texts,tfidf,0.002070003276642643
smishing,400,tfidf__400,tfidf,0.0020668835896081607
smishing,way,tfidf__way,tfidf,0.0020644719461869986
smishing,loan,tfidf__loan,tfidf,0.0020552836284427963
smishing,click,tfidf__click,tfidf,0.0020513584817857017
smishing,phonetoken landline,tfidf__phonetoken landline,tfidf,0.002042098988020787
smishing,user,tfidf__user,tfidf,0.0020144894215963064
smishing,tell,tfidf__tell,tfidf,0.001994121806726943
smishing,weekly,tfidf__weekly,tfidf,0.0019932819882000907
smishing,enjoy,tfidf__enjoy,tfidf,0.0019819085561323525
smishing,00 000,tfidf__00 000,tfidf,0.001957156741611965
smishing,understand,tfidf__understand,tfidf,0.0019446678370212698
smishing,valued,tfidf__valued,tfidf,0.001943643867476955
smishing,atm card,tfidf__atm card,tfidf,0.001939753923856405
smishing,sec,tfidf__sec,tfidf,0.00193286058297914
smishing,wed,tfidf__wed,tfidf,0.0019222566331071951
smishing,freemsg,tfidf__freemsg,tfidf,0.0019066019628529705
smishing,81618,tfidf__81618,tfidf,0.0018920186410484564
smishing,subpoly,tfidf__subpoly,tfidf,0.0018920186410484564
smishing,subpoly 81618,tfidf__subpoly 81618,tfidf,0.0018920186410484564
smishing,pound,tfidf__pound,tfidf,0.0018901490017950015
smishing,complete,tfidf__complete,tfidf,0.001882614534249842
smishing,150p msg,tfidf__150p msg,tfidf,0.0018801021530095627
smishing,eve,tfidf__eve,tfidf,0.0018747669600447524
smishing,refused,tfidf__refused,tfidf,0.0018611010595943956
smishing,ur mobile,tfidf__ur mobile,tfidf,0.0018605560712737542
smishing,charge,tfidf__charge,tfidf,0.0018506363213690337
smishing,line phonetoken,tfidf__line phonetoken,tfidf,0.0018442824166864638
smishing,apply,tfidf__apply,tfidf,0.0018405982762950742
smishing,750,tfidf__750,tfidf,0.0018333914163037278
smishing,dating,tfidf__dating,tfidf,0.0018294556246225679
smishing,10p,tfidf__10p,tfidf,0.0018201211423298893
smishing,services phonetoken,tfidf__services phonetoken,tfidf,0.0018108009858214898
smishing,babes,tfidf__babes,tfidf,0.0018065944331870053
smishing,85023,tfidf__85023,tfidf,0.0017953463187425072
smishing,discount vouchers,tfidf__discount vouchers,tfidf,0.0017953463187425072
smishing,worth discount,tfidf__worth discount,tfidf,0.0017953463187425072
smishing,04,tfidf__04,tfidf,0.0017952334729087293
smishing,emailtoken phonetoken,tfidf__emailtoken phonetoken,tfidf,0.0017900993885229268
smishing,phone 750,tfidf__phone 750,tfidf,0.0017814044537124531
smishing,wot,tfidf__wot,tfidf,0.0017761316530708138
smishing,pls,tfidf__pls,tfidf,0.001774808956982809
smishing,350,tfidf__350,tfidf,0.001757964292094728
smishing,network,tfidf__network,tfidf,0.0017507269287755296
smishing,chance claim,tfidf__chance claim,tfidf,0.0017411244302086278
smishing,yeah,tfidf__yeah,tfidf,0.0017411144233088938
smishing,phonetoken claim,tfidf__phonetoken claim,tfidf,0.0017401207448170424
smishing,support,tfidf__support,tfidf,0.0017348335973637902
smishing,area,tfidf__area,tfidf,0.0017179779865767607
smishing,that's,tfidf__that's,tfidf,0.0017133591683154512
smishing,0871277810910p,tfidf__0871277810910p,tfidf,0.001711802139452577
smishing,0871277810910p min,tfidf__0871277810910p min,tfidf,0.001711802139452577
smishing,1000 holiday,tfidf__1000 holiday,tfidf,0.001711802139452577
smishing,claim 0871277810910p,tfidf__claim 0871277810910p,tfidf,0.001711802139452577
smishing,gift vouchers,tfidf__gift vouchers,tfidf,0.0017109620758530596
smishing,tonight,tfidf__tonight,tfidf,0.001707448346268898
smishing,ph,tfidf__ph,tfidf,0.0017073787027628246
smishing,search,tfidf__search,tfidf,0.0017065751743306744
smishing,ya,tfidf__ya,tfidf,0.0016855533073967571
smishing,games,tfidf__games,tfidf,0.001681435123082066
smishing,let,tfidf__let,tfidf,0.0016781637902358525
smishing,call09050000327,tfidf__call09050000327,tfidf,0.0016769673745109508
smishing,claim call09050000327,tfidf__claim call09050000327,tfidf,0.0016769673745109508
smishing,collection,tfidf__collection,tfidf,0.0016604127973432051
smishing,lor,tfidf__lor,tfidf,0.00165289944167794
smishing,ur awarded,tfidf__ur awarded,tfidf,0.0016481754361350376
smishing,fantastic,tfidf__fantastic,tfidf,0.0016480724588944851
smishing,camcorder phonetoken,tfidf__camcorder phonetoken,tfidf,0.001639284044445031
smishing,today text,tfidf__today text,tfidf,0.0016252345027471726
smishing,vouchers today,tfidf__vouchers today,tfidf,0.0016252345027471726
smishing,bid,tfidf__bid,tfidf,0.0016246425976036054
smishing,freemsg today's,tfidf__freemsg today's,tfidf,0.001603620693051985
smishing,fun games,tfidf__fun games,tfidf,0.001603620693051985
smishing,games netcollex,tfidf__games netcollex,tfidf,0.001603620693051985
smishing,ready i'm,tfidf__ready i'm,tfidf,0.001603620693051985
smishing,sex fun,tfidf__sex fun,tfidf,0.001603620693051985
smishing,today's day,tfidf__today's day,tfidf,0.001603620693051985
smishing,music 87066,tfidf__music 87066,tfidf,0.0016005397203374334
smishing,word,tfidf__word,tfidf,0.0015979355106785248
smishing,2nd time,tfidf__2nd time,tfidf,0.001586085606539662
smishing,question,tfidf__question,tfidf,0.0015799267675533002
smishing,answer,tfidf__answer,tfidf,0.001577382224573406
smishing,ur cash,tfidf__ur cash,tfidf,0.0015769289130188773
smishing,150ppm,tfidf__150ppm,tfidf,0.0015762537045818914
smishing,psf,tfidf__psf,tfidf,0.001574885258110592
smishing,looking,tfidf__looking,tfidf,0.0015716412668244101
smishing,weekend calls,tfidf__weekend calls,tfidf,0.0015579704248888876
smishing,free msg,tfidf__free msg,tfidf,0.0015527584240085227
smishing,activate customer,tfidf__activate customer,tfidf,0.0015386441422908538
smishing,current,tfidf__current,tfidf,0.001538385063077493
smishing,tenants,tfidf__tenants,tfidf,0.0015339100512744483
smishing,tenants welcome,tfidf__tenants welcome,tfidf,0.0015339100512744483
smishing,10,tfidf__10,tfidf,0.0015334978549363374
smishing,nite,tfidf__nite,tfidf,0.0015325900239942978
smishing,luck,tfidf__luck,tfidf,0.001531587698565258
smishing,rid,tfidf__rid,tfidf,0.0015313706643648724
smishing,today's,tfidf__today's,tfidf,0.001529042458014277
smishing,500 pounds,tfidf__500 pounds,tfidf,0.0015253892339814588
smishing,500 cd,tfidf__500 cd,tfidf,0.0015220223782050188
smishing,cd gift,tfidf__cd gift,tfidf,0.0015220223782050188
smishing,unlimited,tfidf__unlimited,tfidf,0.001513913278087231
smishing,phones,tfidf__phones,tfidf,0.0015122710244943724
smishing,claim ur,tfidf__claim ur,tfidf,0.001511893382147626
smishing,work,tfidf__work,tfidf,0.0015118772366772646
smishing,missing,tfidf__missing,tfidf,0.001508392506014858
smishing,brother,tfidf__brother,tfidf,0.001505573896389218
smishing,anytime,tfidf__anytime,tfidf,0.0015053858551564731
smishing,can't,tfidf__can't,tfidf,0.00149964777070306
smishing,entry,tfidf__entry,tfidf,0.0014948214504274307
smishing,bonus,tfidf__bonus,tfidf,0.0014859043541519813
smishing,balance,tfidf__balance,tfidf,0.0014808927325206365
smishing,link http,tfidf__link http,tfidf,0.0014775045612750329
smishing,1st week,tfidf__1st week,tfidf,0.0014737146927095036
smishing,draw txt,tfidf__draw txt,tfidf,0.001470579848740179
smishing,txt music,tfidf__txt music,tfidf,0.001470579848740179
smishing,entry 100,tfidf__entry 100,tfidf,0.0014664774366366584
smishing,vouchers free,tfidf__vouchers free,tfidf,0.0014664774366366584
smishing,secure link,tfidf__secure link,tfidf,0.0014641784668119313
smishing,happy,tfidf__happy,tfidf,0.0014589316432102725
smishing,8007,tfidf__8007,tfidf,0.001453836843872575
smishing,looking make,tfidf__looking make,tfidf,0.001441559301011311
smishing,tried,tfidf__tried,tfidf,0.0014405571594285325
smishing,vodafone,tfidf__vodafone,tfidf,0.0014394737920226412
smishing,partner,tfidf__partner,tfidf,0.0014179806044272104
smishing,road gurgaon,tfidf__road gurgaon,tfidf,0.0014179043217275018
smishing,price rental,tfidf__price rental,tfidf,0.0014158154028561525
smishing,mobile number,tfidf__mobile number,tfidf,0.0014153167773618414
smishing,colour camera,tfidf__colour camera,tfidf,0.0014117883276628205
smishing,station,tfidf__station,tfidf,0.0014080469462103256
smishing,constitute,tfidf__constitute,tfidf,0.0014074420171243927
smishing,morning,tfidf__morning,tfidf,0.0014027991098950101
smishing,750 pound,tfidf__750 pound,tfidf,0.0014011843653040066
smishing,easy phonetoken,tfidf__easy phonetoken,tfidf,0.0014011843653040066
smishing,pound prize,tfidf__pound prize,tfidf,0.0014011843653040066
smishing,just phonetoken,tfidf__just phonetoken,tfidf,0.00138753171248036
smishing,horny,tfidf__horny,tfidf,0.00138694766742402
smishing,reward,tfidf__reward,tfidf,0.001383863063207725
smishing,phonetoken 10p,tfidf__phonetoken 10p,tfidf,0.0013695988920515963
smishing,sorry,tfidf__sorry,tfidf,0.0013671700097432312
smishing,music,tfidf__music,tfidf,0.0013640683335473737
smishing,min stop,tfidf__min stop,tfidf,0.0013591115054087037
smishing,years,tfidf__years,tfidf,0.0013586131129900945
smishing,pic,tfidf__pic,tfidf,0.0013549181438645879
smishing,records,tfidf__records,tfidf,0.0013533200428269866
smishing,service,tfidf__service,tfidf,0.0013524794493398606
smishing,house,tfidf__house,tfidf,0.0013513899680284752
smishing,kyc,tfidf__kyc,tfidf,0.0013497510143610203
smishing,touch,tfidf__touch,tfidf,0.0013473074894155312
smishing,statement,tfidf__statement,tfidf,0.0013466969502997977
smishing,150p min,tfidf__150p min,tfidf,0.0013442300057474592
smishing,151,tfidf__151,tfidf,0.001343586113584095
smishing,course,tfidf__course,tfidf,0.0013356616281983542
smishing,handset,tfidf__handset,tfidf,0.0013339420954419064
smishing,250,tfidf__250,tfidf,0.001332385586583896
smishing,row,tfidf__row,tfidf,0.0013318020901519321
smishing,jamster,tfidf__jamster,tfidf,0.0013246752685585682
smishing,services,tfidf__services,tfidf,0.0013232780367639456
smishing,place,tfidf__place,tfidf,0.0013197785918968345
smishing,mobileupd8,tfidf__mobileupd8,tfidf,0.001318281948179335
smishing,gay chat,tfidf__gay chat,tfidf,0.0013137404555959794
smishing,photo upload,tfidf__photo upload,tfidf,0.0013137404555959794
smishing,upload phonetoken,tfidf__upload phonetoken,tfidf,0.0013137404555959794
smishing,83600,tfidf__83600,tfidf,0.001310370082242354
smishing,entitled,tfidf__entitled,tfidf,0.0013100702791999353
smishing,worry,tfidf__worry,tfidf,0.0013082951160182305
smishing,activated,tfidf__activated,tfidf,0.0012945018658154991
smishing,800,tfidf__800,tfidf,0.00129401821662323
smishing,min,tfidf__min,tfidf,0.0012915944252055312
smishing,download,tfidf__download,tfidf,0.0012893495339667892
smishing,credits,tfidf__credits,tfidf,0.0012847842150765386
smishing,plan,tfidf__plan,tfidf,0.0012813682229006627
smishing,make,tfidf__make,tfidf,0.00125514591707197
smishing,easy,tfidf__easy,tfidf,0.0012531218715767915
smishing,mins half,tfidf__mins half,tfidf,0.0012523688216643225
smishing,hungry,tfidf__hungry,tfidf,0.0012445014230427316
smishing,cs urltoken,tfidf__cs urltoken,tfidf,0.0012443064368415028
smishing,advance 000,tfidf__advance 000,tfidf,0.0012403374658663702
smishing,free text,tfidf__free text,tfidf,0.0012319575611670782
smishing,mp3,tfidf__mp3,tfidf,0.0012292535792200624
smishing,minutes mobile,tfidf__minutes mobile,tfidf,0.0012289353778449513
smishing,mobile 100,tfidf__mobile 100,tfidf,0.0012289353778449513
smishing,airtel,tfidf__airtel,tfidf,0.0012286449925899454
smishing,points phonetoken,tfidf__points phonetoken,tfidf,0.0012212983890327541
