message,clean_text,label,label_id,URL,EMAIL,PHONE,url_count,email_count,phone_count
"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to <#> frnds in <#> mins whn u read...",34000 of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to frnds in mins whn u read,ham,0,0,0,0,0,0,0
5 nights...We nt staying at port step liao...Too ex,5 nights we nt staying at port step liao too ex,ham,0,0,0,0,0,0,0
55 that's all? Guess that's easy enough,55 that's all guess that's easy enough,ham,0,0,0,0,0,0,0
7 lor... Change 2 suntec... Wat time u coming?,7 lor change 2 suntec wat time u coming,ham,0,0,0,0,0,0,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham,0,0,0,0,0,0,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship"" Love u dear",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship love u dear,ham,0,0,0,0,0,0,0
70 mins but i had to stop somewhere first.,70 mins but i had to stop somewhere first,ham,0,0,0,0,0,0,0
78% in mca. But not conform.,78 in mca but not conform,ham,0,0,0,0,0,0,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 at the latest g's still there if you can scrounge up some ammo and want to give the new ak a try,ham,0,0,0,0,0,0,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND..I love u",a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend i love u,ham,0,0,0,0,0,0,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal dt time a truck was speeding towards d gal wn it was about 2 hit d girl d boy ran like hell n saved her she asked 'hw cn u run so fast ' d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgs d gud ni8,ham,0,0,0,0,0,0,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.",a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal dt time a truck was speeding towards d gal wn it was about 2 hit d girl d boy ran like hell n saved her she asked 'hw cn u run so fast ' d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy,ham,0,0,0,0,0,0,0
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP",a boy was late 2 home his father power of frndship,ham,0,0,0,0,0,0,0
"A boy was late 2 home. His father: ""WELCOME",a boy was late 2 home his father welcome,ham,0,0,0,0,0,0,0
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true,ham,0,0,0,0,0,0,0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",a famous quote when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence it means you are 'married',ham,0,0,0,0,0,0,0
"A few people are at the game, I'm at the mall with iouri and kaila",a few people are at the game i'm at the mall with iouri and kaila,ham,0,0,0,0,0,0,0
"A gram usually runs like <#> , a half eighth is smarter though and gets you almost a whole second gram for <#>",a gram usually runs like a half eighth is smarter though and gets you almost a whole second gram for,ham,0,0,0,0,0,0,0
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,a lot of this sickness thing going round take it easy hope u feel better soon lol,ham,0,0,0,0,0,0,0
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING & HAVE A SMILEY SUNDAY..:),a pure hearted person can have a wonderful smile that makes even his her enemies to feel guilty for being an enemy so catch the world with your smile goodmorning have a smiley sunday,ham,0,0,0,0,0,0,0
... and don‘t worry we‘ll have finished by march ... ish!,and don t worry we ll have finished by march ish,ham,0,0,0,0,0,0,0
"... we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon",we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon,ham,0,0,0,0,0,0,0
Aah bless! How's your arm?,aah bless how's your arm,ham,0,0,0,0,0,0,0
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah a cuddle would be lush i'd need lots of tea and soup before any kind of fumbling,ham,0,0,0,0,0,0,0
Aaooooright are you at work?,aaooooright are you at work,ham,0,0,0,0,0,0,0
aathi..where are you dear..i AM WAITING FOR u,aathi where are you dear i am waiting for u,ham,0,0,0,0,0,0,0
About <#> bucks. The banks fees are fixed. Better to call the bank and find out.,about bucks the banks fees are fixed better to call the bank and find out,ham,0,0,0,0,0,0,0
Actually getting ready to leave the house.,actually getting ready to leave the house,ham,0,0,0,0,0,0,0
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually i deleted my old website now i m blogging at urltoken,ham,0,1,1,0,1,1,0
Actually i'm waiting for 2 weeks when they start putting ad.,actually i'm waiting for 2 weeks when they start putting ad,ham,0,0,0,0,0,0,0
"Actually nvm, got hella cash, we still on for <#> ish?",actually nvm got hella cash we still on for ish,ham,0,0,0,0,0,0,0
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them <#> sent msg i wil explain u later.",actually my mobile is full of msg and i m doing a work online where i need to send them sent msg i wil explain u later,ham,0,0,0,0,0,0,0
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft i finish my lunch then i go str down lor ard 3 smth lor u finish ur lunch already,ham,0,0,0,0,0,0,0
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao,ham,0,0,0,0,0,0,0
After the drug she will be able to eat.,after the drug she will be able to eat,ham,0,0,0,0,0,0,0
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,0,0,0,0,0,0,0
"Ah, well that confuses things, doesn‘t it?",ah well that confuses things doesn t it,ham,0,0,0,0,0,0,0
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,ham,0,0,0,0,0,0,0
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ahhh work i vaguely remember that what does it feel like lol,ham,0,0,0,0,0,0,0
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it,ham,0,0,0,0,0,0,0
Aight do you still want to get money,aight do you still want to get money,ham,0,0,0,0,0,0,0
Aight ill get on fb in a couple minutes,aight ill get on fb in a couple minutes,ham,0,0,0,0,0,0,0
"Aight I'll grab something to eat too, text me when you're back at mu",aight i'll grab something to eat too text me when you're back at mu,ham,0,0,0,0,0,0,0
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight i've been set free think you could text me blake's address it occurs to me i'm not quite as sure what i'm doing as i thought i was,ham,0,0,0,0,0,0,0
"Aight no rush, I'll ask jay",aight no rush i'll ask jay,ham,0,0,0,0,0,0,0
Aight should I just plan to come up later tonight?,aight should i just plan to come up later tonight,ham,0,0,0,0,0,0,0
Aight sorry I take ten years to shower. What's the plan?,aight sorry i take ten years to shower what's the plan,ham,0,0,0,0,0,0,0
"aight we can pick some up, you open before tonight?",aight we can pick some up you open before tonight,ham,0,0,0,0,0,0,0
"Aight will do, thanks again for comin out",aight will do thanks again for comin out,ham,0,0,0,0,0,0,0
"Aight yo, dats straight dogg",aight yo dats straight dogg,ham,0,0,0,0,0,0,0
"Aight, can you text me the address?",aight can you text me the address,ham,0,0,0,0,0,0,0
"Aight, I'll ask a few of my roommates",aight i'll ask a few of my roommates,ham,0,0,0,0,0,0,0
"Aight, I'm chillin in a friend's room so text me when you're on the way",aight i'm chillin in a friend's room so text me when you're on the way,ham,0,0,0,0,0,0,0
"Aight, lemme know what's up",aight lemme know what's up,ham,0,0,0,0,0,0,0
"Aight, let me know when you're gonna be around usf",aight let me know when you're gonna be around usf,ham,0,0,0,0,0,0,0
"Aight, see you in a bit",aight see you in a bit,ham,0,0,0,0,0,0,0
"Aight, sounds good. When do you want me to come down?",aight sounds good when do you want me to come down,ham,0,0,0,0,0,0,0
"Aight, text me tonight and we'll see what's up",aight text me tonight and we'll see what's up,ham,0,0,0,0,0,0,0
"Aight, tomorrow around <#> it is",aight tomorrow around it is,ham,0,0,0,0,0,0,0
"Aight, we'll head out in a few",aight we'll head out in a few,ham,0,0,0,0,0,0,0
"Aight, you close by or still down around alex's place?",aight you close by or still down around alex's place,ham,0,0,0,0,0,0,0
Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh if drizzling i can at least run home,ham,0,0,0,0,0,0,0
Aiyah ok wat as long as got improve can already wat...,aiyah ok wat as long as got improve can already wat,ham,0,0,0,0,0,0,0
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor i watch tv watch until i forgot 2 check my phone,ham,0,0,0,0,0,0,0
Aiyah then i wait lor. Then u entertain me. Hee...,aiyah then i wait lor then u entertain me hee,ham,0,0,0,0,0,0,0
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,ham,0,0,0,0,0,0,0
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,aiyar hard 2 type u later free then tell me then i call n scold n tell u,ham,0,0,0,0,0,0,0
Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot 2 tell u,ham,0,0,0,0,0,0,0
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u so poor thing i give u my support k jia you i'll think of u,ham,0,0,0,0,0,0,0
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,aiyo cos i sms then neva reply so i wait 4 to reply lar i tot havent finish ur lab wat,ham,0,0,0,0,0,0,0
Aiyo please ü got time meh.,aiyo please got time meh,ham,0,0,0,0,0,0,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo u so poor thing then u dun wan 2 eat u bathe already,ham,0,0,0,0,0,0,0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo her lesson so early i'm still sleepin haha okie u go home liao den confirm w me lor,ham,0,0,0,0,0,0,0
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav 2go urltoken,ham,0,1,0,0,1,0,0
"Aldrine, rakhesh ex RTM here.pls call.urgent.",aldrine rakhesh ex rtm urltoken urltoken,ham,0,1,0,0,2,0,0
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8,ham,0,0,0,0,0,0,0
Alex says he's not ok with you not being ok with it,alex says he's not ok with you not being ok with it,ham,0,0,0,0,0,0,0
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,all boys made fun of me today ok i have no problem i just sent one message just for fun,ham,0,0,0,0,0,0,0
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",all done all handed in don't know if mega shop in asda counts as celebration but thats what i'm doing,ham,0,0,0,0,0,0,0
All done? All handed in? Celebrations in full swing yet?,all done all handed in celebrations in full swing yet,ham,0,0,0,0,0,0,0
All e best 4 ur driving tmr :-),all e best 4 ur driving tmr,ham,0,0,0,0,0,0,0
All e best 4 ur exam later.,all e best 4 ur exam later,ham,0,0,0,0,0,0,0
All sounds good. Fingers . Makes it difficult to type,all sounds good fingers makes it difficult to type,ham,0,0,0,0,0,0,0
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,ham,0,0,0,0,0,0,0
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can't stay late tomorrow same time place as always,ham,0,0,0,0,0,0,0
Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,allo we have braved the buses and taken on the trains and triumphed i mean we re in b ham have a jolly good rest of week,ham,0,0,0,0,0,0,0
Already am squatting is the new way of walking,already am squatting is the new way of walking,ham,0,0,0,0,0,0,0
Already one guy loving you:-.,already one guy loving you,ham,0,0,0,0,0,0,0
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",alright babe justthought i d sayhey how u doin nearly the endof me wk offdam nevamind we will have 2hook up sn if uwant m8 lovejen x,ham,0,0,0,0,0,0,0
"Alright if you're sure, let me know when you're leaving",alright if you're sure let me know when you're leaving,ham,0,0,0,0,0,0,0
"Alright omw, gotta change my order to a half8th",alright omw gotta change my order to a half8th,ham,0,0,0,0,0,0,0
Alright took the morphine. Back in yo.,alright took the morphine back in yo,ham,0,0,0,0,0,0,0
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,0,0,0,0,0,0,0
"Alright we'll bring it to you, see you in like <#> mins",alright we'll bring it to you see you in like mins,ham,0,0,0,0,0,0,0
"Alright, I'll head out in a few minutes, text me where to meet you",alright i'll head out in a few minutes text me where to meet you,ham,0,0,0,0,0,0,0
"alright, I'll make sure the car is back tonight",alright i'll make sure the car is back tonight,ham,0,0,0,0,0,0,0
"Alright, see you in a bit",alright see you in a bit,ham,0,0,0,0,0,0,0
Alright. I'm out--have a good night!,alright i'm out have a good night,ham,0,0,0,0,0,0,0
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after college xx,ham,0,0,0,0,0,0,0
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam its nic just checkin that this is ur number so is it t b,ham,0,0,0,0,0,0,0
Also hi wesley how've you been,also hi wesley how've you been,ham,0,0,0,0,0,0,0
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,ham,0,0,0,0,0,0,0
Also remember to get dobby's bowl from your car,also remember to get dobby's bowl from your car,ham,0,0,0,0,0,0,0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir i sent you an email about how to log into the usc payment portal urltoken send you another message that should explain how things are back home have a great weekend,ham,0,1,0,0,1,0,0
Also you and your family for going to rhode island or wherever and leaving me all alone the week I have a new bong >:(,also you and your family for going to rhode island or wherever and leaving me all alone the week i have a new bong,ham,0,0,0,0,0,0,0
Am going to take bath ill place the key in window:-),am going to take bath ill place the key in window,ham,0,0,0,0,0,0,0
Am i that much bad to avoid like this?,am i that much bad to avoid like this,ham,0,0,0,0,0,0,0
Am i that much dirty fellow?,am i that much dirty fellow,ham,0,0,0,0,0,0,0
Am I the only one who doesn't stalk profiles?,am i the only one who doesn't stalk profiles,ham,0,0,0,0,0,0,0
Am in film ill call you later.,am in film ill call you later,ham,0,0,0,0,0,0,0
Am in gobi arts college,am in gobi arts college,ham,0,0,0,0,0,0,0
Am not interested to do like that.,am not interested to do like that,ham,0,0,0,0,0,0,0
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,ham,0,0,0,0,0,0,0
Am on my way,am on my way,ham,0,0,0,0,0,0,0
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also,ham,0,0,0,0,0,0,0
Am only searching for good dual sim mobile pa.,am only searching for good dual sim mobile pa,ham,0,0,0,0,0,0,0
Am slow in using biola's fne,am slow in using biola's fne,ham,0,0,0,0,0,0,0
Am surfing online store. For offers do you want to buy any thing.,am surfing online store for offers do you want to buy any thing,ham,0,0,0,0,0,0,0
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,am watching house very entertaining am getting the whole hugh laurie thing even with the stick indeed especially with the stick,ham,0,0,0,0,0,0,0
Ambrith..madurai..met u in arun dha marrge..remembr?,ambrith madurai met u in arun dha marrge remembr,ham,0,0,0,0,0,0,0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham,0,0,0,0,0,0,0
And by when you're done I mean now,and by when you're done i mean now,ham,0,0,0,0,0,0,0
And do you have any one that can teach me how to ship cars.,and do you have any one that can teach me how to ship cars,ham,0,0,0,0,0,0,0
"And how you will do that, princess? :)",and how you will do that princess,ham,0,0,0,0,0,0,0
And how's your husband.,and how's your husband,ham,0,0,0,0,0,0,0
And I don't plan on staying the night but I prolly won't be back til late,and i don't plan on staying the night but i prolly won't be back til late,ham,0,0,0,0,0,0,0
And miss vday the parachute and double coins??? U must not know me very well...,and miss vday the parachute and double coins u must not know me very well,ham,0,0,0,0,0,0,0
And of course you should make a stink!,and of course you should make a stink,ham,0,0,0,0,0,0,0
And pls pls drink plenty plenty water,and pls pls drink plenty plenty water,ham,0,0,0,0,0,0,0
And popping <#> ibuprofens was no help.,and popping ibuprofens was no help,ham,0,0,0,0,0,0,0
And several to you sir.,and several to you sir,ham,0,0,0,0,0,0,0
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,ham,0,0,0,0,0,0,0
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it's not that you don't know why i'm upset it's that you don't listen when i tell you what is going to upset me then you want to be surprised when i'm mad,ham,0,0,0,0,0,0,0
"And that's fine, I got enough bud to last most of the night at least",and that's fine i got enough bud to last most of the night at least,ham,0,0,0,0,0,0,0
"And very importantly, all we discuss is between u and i only.",and very importantly all we discuss is between u and i only,ham,0,0,0,0,0,0,0
And you! Will expect you whenever you text! Hope all goes well tomo,and you will expect you whenever you text hope all goes well tomo,ham,0,0,0,0,0,0,0
Annoying isn't it.,annoying isn't it,ham,0,0,0,0,0,0,0
Another month. I need chocolate weed and alcohol.,another month i need chocolate weed and alcohol,ham,0,0,0,0,0,0,0
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork not cool at all please do not contact me again or i will report you to your supervisor,ham,0,0,0,0,0,0,0
Any pain on urination any thing else?,any pain on urination any thing else,ham,0,0,0,0,0,0,0
Any way where are you and what doing.,any way where are you and what doing,ham,0,0,0,0,0,0,0
Anything lar then ü not going home 4 dinner?,anything lar then not going home 4 dinner,ham,0,0,0,0,0,0,0
Anything lar...,anything lar,ham,0,0,0,0,0,0,0
Anything lor but toa payoh got place 2 walk meh...,anything lor but toa payoh got place 2 walk meh,ham,0,0,0,0,0,0,0
Anything lor if they all go then i go lor...,anything lor if they all go then i go lor,ham,0,0,0,0,0,0,0
Anything lor is she coming?,anything lor is she coming,ham,0,0,0,0,0,0,0
Anything lor. Juz both of us lor.,anything lor juz both of us lor,ham,0,0,0,0,0,0,0
Anything lor... U decide...,anything lor u decide,ham,0,0,0,0,0,0,0
Anything...,anything,ham,0,0,0,0,0,0,0
Anytime lor...,anytime lor,ham,0,0,0,0,0,0,0
Anytime...,anytime,ham,0,0,0,0,0,0,0
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla at me whenever you're around because i need an excuse to go creep on people in sarasota,ham,0,0,0,0,0,0,0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway i don't think i can secure anything up here lemme know if you want me to drive down south and chill,ham,0,0,0,0,0,0,0
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway seriously hit me up when you're back because otherwise i have to light up with armand and he always has shit and or is vomiting,ham,0,0,0,0,0,0,0
Ü all write or wat..,all write or wat,ham,0,0,0,0,0,0,0
Ü bot notes oredi... Cos i juz rem i got...,bot notes oredi cos i juz rem i got,ham,0,0,0,0,0,0,0
Ü called dad oredi...,called dad oredi,ham,0,0,0,0,0,0,0
Ü come lt 25 n pass to me lar,come lt 25 n pass to me lar,ham,0,0,0,0,0,0,0
Ü comin to fetch us oredi...,comin to fetch us oredi,ham,0,0,0,0,0,0,0
Ü dun need to pick ur gf?,dun need to pick ur gf,ham,0,0,0,0,0,0,0
Ü dun wan to watch infernal affair?,dun wan to watch infernal affair,ham,0,0,0,0,0,0,0
